group,guidance_factor,target,sample_id,cif_path,readable,composition_valid,structure_valid,structure_comp_valid,min_distance,volume,volume_per_atom,num_atoms,metal_like_proxy,unique,novel,energy_above_hull_per_atom,stable,metastable,thermo_success,thermo_fail_reason,predicted_dft_dielectric_scalar,prediction_success,prediction_error
fixed_film__g1__t12,1,12,0,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00000.cif,True,True,True,True,3.0686832929703103,141.01424160155295,35.25356040038824,4,True,True,True,,,,False,,14.592474750838065,True,
fixed_film__g1__t12,1,12,1,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00001.cif,True,True,True,True,2.0629839530319347,503.5512325289936,25.17756162644968,20,False,True,True,,,,False,,5.944068571113107,True,
fixed_film__g1__t12,1,12,3,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00003.cif,True,True,True,True,2.2481151644080914,242.308597132044,30.28857464150549,8,False,True,True,,,,False,,6.987871498890307,True,
fixed_film__g1__t12,1,12,4,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00004.cif,True,True,True,True,3.5782345984432418,65.54606560066247,32.77303280033124,2,True,True,True,,,,False,,12.22160454177172,True,
fixed_film__g1__t12,1,12,5,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00005.cif,True,False,True,False,2.397723946182208,351.2594402251107,21.95371501406942,16,False,True,True,,,,False,,17.4655720939078,True,
fixed_film__g1__t12,1,12,6,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00006.cif,True,True,True,True,1.7499729682952887,128.4659125064359,16.058239063304487,8,False,True,True,,,,False,,2.004095396526209,True,
fixed_film__g1__t12,1,12,7,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00007.cif,True,True,True,True,2.079195757661761,438.9993312765403,31.357095091181453,14,False,True,True,,,,False,,12.0973516196543,True,
fixed_film__g1__t12,1,12,8,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00008.cif,True,True,True,True,1.62623039142744,188.8280866936449,15.735673891137075,12,False,True,True,,,,False,,4.274884897529684,True,
fixed_film__g1__t12,1,12,9,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00009.cif,True,True,True,True,2.620621853467737,225.2160042561296,28.1520005320162,8,False,True,True,,,,False,,12.51054729348967,True,
fixed_film__g1__t12,1,12,10,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00010.cif,True,False,True,False,2.6396271757039216,320.0349560305441,26.669579669212013,12,False,True,True,,,,False,,15.434464750851197,True,
fixed_film__g1__t12,1,12,11,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00011.cif,True,True,True,True,1.3174977875399057,229.6311440546579,12.757285780814328,18,False,True,True,,,,False,,5.600240757997757,True,
fixed_film__g1__t12,1,12,12,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00012.cif,True,True,True,True,2.4466756633062934,321.5205620497874,32.152056204978734,10,False,True,True,,,,False,,8.345628316907906,True,
fixed_film__g1__t12,1,12,14,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00014.cif,True,True,True,True,2.23122878552753,289.2142563590028,24.101188029916894,12,False,True,True,,,,False,,14.176772246549405,True,
fixed_film__g1__t12,1,12,15,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00015.cif,True,False,True,False,3.083798403682616,94.94512445707616,31.64837481902538,3,False,True,True,,,,False,,20.4266510947281,True,
fixed_film__g1__t12,1,12,16,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00016.cif,True,True,True,True,1.3700699295512857,243.55840492072332,13.531022495595742,18,False,True,True,,,,False,,7.316023096460744,True,
fixed_film__g1__t12,1,12,17,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00017.cif,True,True,True,True,2.087591615530106,183.9152818827596,22.989410235344952,8,False,True,True,,,,False,,8.026506827751769,True,
fixed_film__g1__t12,1,12,18,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00018.cif,True,True,True,True,2.972982219776911,53.14375328277831,26.571876641389157,2,False,True,False,,,,False,,5.589636429769894,True,
fixed_film__g1__t12,1,12,19,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00019.cif,True,True,True,True,2.47168608299479,377.8895791495685,37.78895791495685,10,False,True,True,,,,False,,9.806323739251418,True,
fixed_film__g1__t12,1,12,20,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00020.cif,True,True,True,True,2.182705722379052,172.11725313908212,34.42345062781642,5,False,True,True,,,,False,,6.737252892045536,True,
fixed_film__g1__t12,1,12,21,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00021.cif,True,True,True,True,1.2634391892193682,373.93957772142784,18.696978886071392,20,False,True,True,,,,False,,4.0482667298640544,True,
fixed_film__g1__t12,1,12,22,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00022.cif,True,True,True,True,0.9908064541258595,172.51601779471136,12.32257269962224,14,False,True,True,,,,False,,3.766710727454505,True,
fixed_film__g1__t12,1,12,23,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00023.cif,True,True,True,True,1.911577278232341,114.08686525266717,12.676318361407462,9,False,True,True,,,,False,,5.236038470562406,True,
fixed_film__g1__t12,1,12,24,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00024.cif,True,True,True,True,2.556972510652887,280.63122668488904,28.063122668488905,10,True,True,True,,,,False,,13.349174039919662,True,
fixed_film__g1__t12,1,12,26,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00026.cif,True,True,True,True,2.070521640606096,475.3532918185816,23.76766459092908,20,False,True,True,,,,False,,5.790126914100768,True,
fixed_film__g1__t12,1,12,27,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00027.cif,True,False,True,False,2.552181405403159,180.76368833399945,22.595461041749928,8,False,True,True,,,,False,,18.225377373294855,True,
fixed_film__g1__t12,1,12,28,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00028.cif,True,True,True,True,1.8296834833778035,410.141207415152,25.633825463447,16,False,True,True,,,,False,,5.361737080677255,True,
fixed_film__g1__t12,1,12,29,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00029.cif,True,True,True,True,1.258007890832825,222.49171682480787,13.905732301550492,16,False,True,True,,,,False,,3.459336556121143,True,
fixed_film__g1__t12,1,12,30,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00030.cif,True,True,True,True,2.4724361523927696,632.2848705099849,39.517804406874056,16,False,True,True,,,,False,,7.428983320347581,True,
fixed_film__g1__t12,1,12,31,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00031.cif,True,True,True,True,2.3032491233101933,129.2931242677648,25.85862485355296,5,False,True,True,,,,False,,11.510678238962706,True,
fixed_film__g1__t12,1,12,32,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00032.cif,True,True,True,True,1.3783364145919286,318.40208272851294,17.689004596028497,18,False,True,True,,,,False,,3.723283937047914,True,
fixed_film__g1__t12,1,12,33,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00033.cif,True,True,True,True,1.4302014586158491,158.7676535747148,13.230637797892898,12,False,True,True,,,,False,,7.399931248013153,True,
fixed_film__g1__t12,1,12,34,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00034.cif,True,False,True,False,2.383622065988612,504.5261111272592,38.80970085594301,13,False,True,True,,,,False,,8.194732909159077,True,
fixed_film__g1__t12,1,12,35,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00035.cif,True,True,True,True,2.447688568567855,238.4306478297703,34.06152111853861,7,False,True,True,,,,False,,9.135624197208928,True,
fixed_film__g1__t12,1,12,36,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00036.cif,True,True,True,True,2.06404251067725,281.0144194953901,15.61191219418834,18,False,True,True,,,,False,,4.659533604526006,True,
fixed_film__g1__t12,1,12,37,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00037.cif,True,True,True,True,1.8516944322682307,291.09541042929635,18.193463151831025,16,False,True,True,,,,False,,7.323376088267754,True,
fixed_film__g1__t12,1,12,38,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00038.cif,True,True,True,True,1.5122494393352135,206.7326479996028,17.22772066663357,12,False,True,True,,,,False,,4.787086939453709,True,
fixed_film__g1__t12,1,12,39,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00039.cif,True,True,True,True,2.4154278407595005,324.58296969679094,20.286435606049437,16,False,True,True,,,,False,,18.89044148012856,True,
fixed_film__g1__t12,1,12,40,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00040.cif,True,True,True,True,2.569865558807681,34.07270772249342,17.03635386124671,2,False,True,True,,,,False,,7.255691352516205,True,
fixed_film__g1__t12,1,12,41,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00041.cif,True,True,True,True,2.8054287387111083,164.7437389120317,32.948747782406336,5,True,True,True,,,,False,,11.913022233809071,True,
fixed_film__g1__t12,1,12,42,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00042.cif,True,True,True,True,1.7240203575866049,219.64347037656728,13.727716898535457,16,False,True,True,,,,False,,3.883077889151272,True,
fixed_film__g1__t12,1,12,43,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00043.cif,True,True,True,True,2.401284935893007,249.02891798119327,24.902891798119327,10,False,True,True,,,,False,,8.482064884064876,True,
fixed_film__g1__t12,1,12,44,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00044.cif,True,True,True,True,2.667546043920397,291.63006852518936,29.163006852518937,10,False,True,True,,,,False,,11.301493221866096,True,
fixed_film__g1__t12,1,12,45,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00045.cif,True,True,True,True,2.2565723694469675,169.5393588900119,28.25655981500198,6,False,True,True,,,,False,,8.920202291508431,True,
fixed_film__g1__t12,1,12,46,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00046.cif,True,True,True,True,1.32149367431872,144.41179966559417,13.128345424144923,11,False,True,True,,,,False,,3.73221967284204,True,
fixed_film__g1__t12,1,12,48,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00048.cif,True,False,True,False,2.2297668362607834,181.25287163988096,22.65660895498512,8,False,True,True,,,,False,,17.679100220860974,True,
fixed_film__g1__t12,1,12,49,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00049.cif,True,True,True,True,2.2870841533851856,214.5344152563885,26.816801907048564,8,False,True,True,,,,False,,9.292178323869226,True,
fixed_film__g1__t12,1,12,50,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00050.cif,True,True,True,True,2.4180597871700518,226.8016907657412,18.900140897145096,12,False,True,True,,,,False,,18.54348949702399,True,
fixed_film__g1__t12,1,12,51,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00051.cif,True,True,True,True,1.941423123618525,170.80196785018998,18.977996427798885,9,False,True,True,,,,False,,13.943324229881162,True,
fixed_film__g1__t12,1,12,52,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00052.cif,True,False,True,False,2.131471527178145,237.5626729960641,21.596606636005827,11,False,True,True,,,,False,,11.817252985695385,True,
fixed_film__g1__t12,1,12,53,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00053.cif,True,True,True,True,1.53011881092667,322.7190922046021,17.928838455811228,18,False,True,True,,,,False,,3.007184409414736,True,
fixed_film__g1__t12,1,12,54,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00054.cif,True,True,True,True,1.799241735274648,199.9933780803677,11.110743226687095,18,False,True,True,,,,False,,7.703171583153842,True,
fixed_film__g1__t12,1,12,55,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00055.cif,True,True,True,True,2.284298493534247,316.96185410348085,26.413487841956737,12,False,True,True,,,,False,,5.165984354490039,True,
fixed_film__g1__t12,1,12,56,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00056.cif,True,True,True,True,2.7350025609449715,78.23994800518447,19.55998700129612,4,False,True,True,,,,False,,14.30728019133519,True,
fixed_film__g1__t12,1,12,57,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00057.cif,True,False,True,False,3.013423636179685,166.80873984807516,33.36174796961503,5,False,True,True,,,,False,,18.264736729925595,True,
fixed_film__g1__t12,1,12,58,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00058.cif,True,True,True,True,2.702432658643509,522.4468497510428,29.024824986169044,18,False,True,True,,,,False,,8.47788474517833,True,
fixed_film__g1__t12,1,12,59,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00059.cif,True,True,True,True,2.03682295838201,167.10417423811893,15.19128856710172,11,False,True,True,,,,False,,18.37765973313565,True,
fixed_film__g1__t12,1,12,60,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00060.cif,True,False,True,False,2.227894622336488,48.89709511811093,12.224273779527731,4,False,True,True,,,,False,,4.47055699450845,True,
fixed_film__g1__t12,1,12,61,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00061.cif,True,False,True,False,2.539265679453404,478.1793165692095,34.15566546922925,14,False,True,True,,,,False,,8.663960268259219,True,
fixed_film__g1__t12,1,12,62,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00062.cif,True,True,True,True,2.814717846000536,296.8257372772129,26.98415793429208,11,False,True,True,,,,False,,13.94793665712553,True,
fixed_film__g1__t12,1,12,63,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00063.cif,True,True,True,True,1.940672226398117,193.9268942427505,21.547432693638942,9,False,True,True,,,,False,,6.272100634836541,True,
fixed_film__g1__t12,1,12,64,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00064.cif,True,True,True,True,2.554719806244898,214.48796048978124,30.641137212825893,7,False,True,True,,,,False,,7.469087110336365,True,
fixed_film__g1__t12,1,12,65,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00065.cif,True,True,True,True,2.4101676889512222,114.47611484699097,19.079352474498496,6,False,True,True,,,,False,,6.212329698036108,True,
fixed_film__g1__t12,1,12,66,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00066.cif,True,True,True,True,1.7129601237910137,492.6456447452348,24.63228223726174,20,False,True,True,,,,False,,8.70645808398735,True,
fixed_film__g1__t12,1,12,67,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00067.cif,True,True,True,True,2.015082082740537,195.62622689897867,16.30218557491489,12,False,True,True,,,,False,,4.972435642501047,True,
fixed_film__g1__t12,1,12,68,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00068.cif,True,True,True,True,1.9721968239440772,114.18307402265184,28.54576850566296,4,False,True,True,,,,False,,7.909263556757881,True,
fixed_film__g1__t12,1,12,69,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00069.cif,True,True,True,True,1.5206493080525665,276.3494940406221,13.817474702031106,20,False,True,True,,,,False,,3.122087589891185,True,
fixed_film__g1__t12,1,12,70,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00070.cif,True,True,True,True,1.6091321954096436,225.7778688225442,12.543214934585787,18,False,True,True,,,,False,,4.787258030659836,True,
fixed_film__g1__t12,1,12,71,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00071.cif,True,False,True,False,2.3536301140098503,186.1035384847947,31.01725641413245,6,False,True,True,,,,False,,7.074185917103988,True,
fixed_film__g1__t12,1,12,72,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00072.cif,True,True,True,True,1.4843579601362693,157.62316345790535,15.762316345790534,10,False,True,True,,,,False,,4.424364529072762,True,
fixed_film__g1__t12,1,12,73,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00073.cif,True,False,True,False,2.300210186134327,373.87996686146215,23.367497928841384,16,False,True,True,,,,False,,10.132109792356855,True,
fixed_film__g1__t12,1,12,74,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00074.cif,True,True,True,True,3.0502519885861403,112.43381737259516,28.10845434314879,4,True,True,True,,,,False,,17.215111341662904,True,
fixed_film__g1__t12,1,12,75,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00075.cif,True,True,True,True,1.826980215828968,166.23331442598254,20.779164303247818,8,False,True,True,,,,False,,5.75069461330934,True,
fixed_film__g1__t12,1,12,76,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00076.cif,True,True,True,True,2.9799804022102907,52.5510095345809,26.27550476729045,2,False,True,True,,,,False,,12.808738463478385,True,
fixed_film__g1__t12,1,12,77,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00077.cif,True,False,True,False,2.5974523915661814,310.95943008807325,34.5510477875637,9,False,True,True,,,,False,,9.666458344821535,True,
fixed_film__g1__t12,1,12,78,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00078.cif,True,True,True,True,2.1676076267485427,165.42656472992945,20.67832059124118,8,False,True,True,,,,False,,12.96257333003092,True,
fixed_film__g1__t12,1,12,79,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00079.cif,True,True,True,True,1.3162872218418262,227.37021905890415,14.210638691181511,16,False,True,True,,,,False,,4.7563886101828246,True,
fixed_film__g1__t12,1,12,80,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00080.cif,True,True,True,True,2.667376069956286,298.0712951112667,29.807129511126668,10,False,True,True,,,,False,,11.316171004992796,True,
fixed_film__g1__t12,1,12,81,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00081.cif,True,True,True,True,1.850449867306016,309.4305420625752,15.47152710312876,20,False,True,True,,,,False,,7.270637648001994,True,
fixed_film__g1__t12,1,12,82,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00082.cif,True,True,True,True,1.459320171114194,99.5012376416917,16.583539606948616,6,False,True,True,,,,False,,3.0454980029875816,True,
fixed_film__g1__t12,1,12,83,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00083.cif,True,True,True,True,1.864646133863472,254.64592123215576,21.220493436012983,12,False,True,True,,,,False,,4.915515351225822,True,
fixed_film__g1__t12,1,12,84,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00084.cif,True,False,True,False,2.38994533985099,575.6767730244162,31.9820429458009,18,False,True,True,,,,False,,11.902643625290244,True,
fixed_film__g1__t12,1,12,85,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00085.cif,True,False,True,False,2.6860295781853663,391.2382378990867,32.60318649159056,12,False,True,True,,,,False,,13.763344203154205,True,
fixed_film__g1__t12,1,12,86,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00086.cif,True,False,True,False,1.6297555882401566,219.74195606595603,15.695854004711146,14,False,True,True,,,,False,,13.793397960165544,True,
fixed_film__g1__t12,1,12,87,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00087.cif,True,True,True,True,1.2672334403048322,171.79304221408444,14.316086851173702,12,False,True,True,,,,False,,3.2334185340601374,True,
fixed_film__g1__t12,1,12,88,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00088.cif,True,True,True,True,2.4003615410641745,513.9456338579944,25.69728169289972,20,False,True,True,,,,False,,18.985867511505518,True,
fixed_film__g1__t12,1,12,89,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00089.cif,True,True,True,True,2.515470479031117,423.1181588269904,26.444884926686896,16,False,True,True,,,,False,,15.797927919196974,True,
fixed_film__g1__t12,1,12,90,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00090.cif,True,False,True,False,2.294316153297874,248.47738570882532,17.748384693487527,14,False,True,True,,,,False,,12.415639595020528,True,
fixed_film__g1__t12,1,12,91,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00091.cif,True,True,True,True,3.1622873982703865,97.55864927510696,32.51954975836899,3,True,True,True,,,,False,,13.919481436326077,True,
fixed_film__g1__t12,1,12,92,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00092.cif,True,True,True,True,2.4572606517662896,100.84917177640928,20.169834355281857,5,True,True,True,,,,False,,13.712431951546,True,
fixed_film__g1__t12,1,12,93,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00093.cif,True,False,True,False,2.202576076110963,248.0747695363625,35.43925279090893,7,False,True,True,,,,False,,7.48445745772473,True,
fixed_film__g1__t12,1,12,94,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00094.cif,True,True,True,True,1.9871619546085693,201.2271049508096,20.12271049508096,10,False,True,True,,,,False,,7.287288953071631,True,
fixed_film__g1__t12,1,12,95,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00095.cif,True,False,True,False,1.822384002893251,238.83568141752784,14.92723008859549,16,False,True,True,,,,False,,4.461718724151003,True,
fixed_film__g1__t12,1,12,96,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00096.cif,True,True,True,True,2.0708957360704567,184.429695060699,30.738282510116505,6,False,True,True,,,,False,,4.891448464252409,True,
fixed_film__g1__t12,1,12,97,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00097.cif,True,False,True,False,2.001024247241361,526.5328755308434,27.71225660688649,19,False,True,True,,,,False,,6.867390481120147,True,
fixed_film__g1__t12,1,12,98,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00098.cif,True,True,True,True,2.0413023595440944,473.3859408457232,26.299218935873512,18,False,True,True,,,,False,,5.356264793860898,True,
fixed_film__g1__t12,1,12,99,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00099.cif,True,True,True,True,2.02134606248224,538.4520766673177,29.914004259295425,18,False,True,True,,,,False,,4.068073800054167,True,
fixed_film__g1__t12,1,12,100,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00100.cif,True,True,True,True,2.662208138479192,220.582209196033,31.511744170861856,7,False,True,True,,,,False,,10.422386135946756,True,
fixed_film__g1__t12,1,12,101,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g1__t12/cifs/sample_00101.cif,True,True,True,True,2.4366058331137803,166.48123227636182,20.810154034545228,8,True,True,True,,,,False,,13.73620557797038,True,
