structure_id,reward_final,source
gen_15,0.9430673718452454,topk
gen_29,0.8282032012939453,topk
gen_55,0.8110082745552063,topk
gen_4,0.7334736585617065,topk
gen_5,0.5988453030586243,topk
gen_12,0.545170783996582,topk
gen_0,0.4655819237232208,topk
gen_11,0.3129728436470032,topk
gen_17,0.19530512392520905,replay
gen_34,0.8285039067268372,replay
gen_35,0.8641894459724426,replay
gen_13,0.32151320576667786,replay
gen_16,0.7613821029663086,replay
gen_14,0.76922607421875,replay
gen_47,0.2030009627342224,replay
gen_23,0.5721945762634277,replay
gen_18,0.3543972373008728,replay
gen_40,0.885703980922699,replay
