structure_id,reward_final,source
gen_61,0.9995595812797546,topk
gen_15,0.9983099102973938,topk
gen_35,0.9761227369308472,topk
gen_47,0.9619246125221252,topk
gen_45,0.8997239470481873,topk
gen_48,0.8836959600448608,topk
gen_22,0.604798436164856,topk
gen_56,0.548669695854187,topk
gen_17,0.5482104420661926,replay
gen_47,0.9803581833839417,replay
gen_11,0.5316354036331177,replay
gen_33,0.6395933032035828,replay
gen_3,0.7547581195831299,replay
gen_60,0.5186401009559631,replay
gen_40,0.8180661797523499,replay
gen_18,0.6280627250671387,replay
gen_19,0.507942795753479,replay
gen_18,0.3543972373008728,replay
