relative_path,data_type,workflow,run_id,sample_id_if_applicable,source_label,size_bytes,sha256,notes
data/final_evaluations/reward_guided/baseline/0017/basic_validity.csv,csv,reward_guided,,,released research data,23340,0b61dfa3cddb8ed5063378a99f506c36fd642e14f0c73181fb3c963c86a3f8bc,
data/final_evaluations/reward_guided/baseline/0017/loop_summary.json,json,reward_guided,,,released research data,4754,96adbce9ce0521c9f770fdb9185811446ffc893c01da3766e9114c6eb67adb7f,
data/final_evaluations/reward_guided/baseline/0017/prefiltered_eval_candidates.csv,csv,reward_guided,,,released research data,9853,6a3745b615468a9dd473558336d8cfcf2ffe7203da74fc4157fb6ecb40caa85b,
data/final_evaluations/reward_guided/baseline/0017/relax_manifest.csv,csv,reward_guided,,,released research data,29933,7e2daa7a352b9b40cf766ecc283188dfa5b7634d1cd0887404b10aef0fa91acb,
data/final_evaluations/reward_guided/baseline/0017/reward_table.csv,csv,reward_guided,,,released research data,15097,ea0e1c0d178d2a9462d1027110545fdeadac56753015fed034034edfb9e96542,
data/final_evaluations/reward_guided/baseline/0017/topk_records.csv,csv,reward_guided,,,released research data,7786,7f74115a4e89ec3aa8ca3f89600c7327906b068371bba412bf0ce95c568b37d0,
data/final_evaluations/reward_guided/baseline/0018/basic_validity.csv,csv,reward_guided,,,released research data,23267,8d163135149e37bff8f093504b3f9a71328b6724e3f5a2d050dc4032fc6f60c9,
data/final_evaluations/reward_guided/baseline/0018/loop_summary.json,json,reward_guided,,,released research data,4761,010f056dac640740ba7755af48f85d5af58b9b0857c7dbc96910d07168f918cd,
data/final_evaluations/reward_guided/baseline/0018/prefiltered_eval_candidates.csv,csv,reward_guided,,,released research data,9840,ed258ebf978c6ab0fcd72d3a8c8c9c5d75d199fe03759f090d37cd83ac404b4f,
data/final_evaluations/reward_guided/baseline/0018/relax_manifest.csv,csv,reward_guided,,,released research data,31650,3ba312d97144e5d40f327c2f3b95eac2787b19d85db61705425cb1330a967c29,
data/final_evaluations/reward_guided/baseline/0018/reward_table.csv,csv,reward_guided,,,released research data,15100,21f12dc4a1e0509646e136bb1f244529a93a4c151648961a753d0988384742de,
data/final_evaluations/reward_guided/baseline/0018/topk_records.csv,csv,reward_guided,,,released research data,7784,cc3ac0d2c670eb442a7cf42888e8b57e6a7e9a22c5d22af3a05b1c98d873785b,
data/final_evaluations/reward_guided/baseline/0019/basic_validity.csv,csv,reward_guided,,,released research data,23180,30e110866d0e39d27c96e0bcb8a8a9fa33b7d0ccd1415dc281e52c4ffaa386e1,
data/final_evaluations/reward_guided/baseline/0019/loop_summary.json,json,reward_guided,,,released research data,4755,81923f95f4aaadc568228b042af5eb86f69ed8cad016e1d0bb96d2850e746b98,
data/final_evaluations/reward_guided/baseline/0019/prefiltered_eval_candidates.csv,csv,reward_guided,,,released research data,9799,9c7508af52bd272575ae141b24d7e70bd91bc9d3566ef74e12c862fcf26d4371,
data/final_evaluations/reward_guided/baseline/0019/relax_manifest.csv,csv,reward_guided,,,released research data,32139,8c4efb36e86d9f494235dd4446069f8d3a287f46c574155be00496bb9de25342,
data/final_evaluations/reward_guided/baseline/0019/reward_table.csv,csv,reward_guided,,,released research data,15120,6df2adb55c6c19acf41ea937b62b2d314f64745f0ad3022cb12d8032345ce80a,
data/final_evaluations/reward_guided/baseline/0019/topk_records.csv,csv,reward_guided,,,released research data,7772,09104dd10029bf3468ab95429e91544aea36a1467f5f7c01d631525bb8d2da6c,
