method,method_label,model_run,branch_checkpoint,rl_branch,rl_checkpoint,rl_eval_batch,target,guidance_factor,sample_id,formula,reduced_formula,space_group,predicted_dielectric,target_error,energy_above_hull_per_atom,energy_above_hull,stable,unique,novel,SUN,structural_validity,compositional_validity,structure_comp_validity,raw_cif_path,relaxed_cif_path,copied_relaxed_cif_path,source_evaluation_file,source_relaxed_structure_file,source_metadata_file,status
mattergen_adapter,MatterGen supervised dielectric adapter,MatterGen supervised dielectric adapter guidance_sweep_n128,dielectric_bestckpt_full10epoch_model_for_generation (guidance sweep eval),,,,2.0,2.0,gen_041,H7ClO3,H7ClO3,,2.0026136357222177,0.0026136357222177,0.0337393479622667,0.0337393479622667,True,True,True,True,True,True,True,provenance://mattergen_final_guidance_sweep/guidance2_cond2_n128/generated_crystals_cif.zip!gen_41.cif,provenance://mattergen_final_guidance_sweep/all_guidance_conditions_relaxed.extxyz::global_structure_index=1065,,provenance://mattergen_final_guidance_sweep/adapter_evaluation_master_indexfixed.csv,provenance://mattergen_final_guidance_sweep/all_guidance_conditions_relaxed.extxyz,,selected
mattergen_adapter,MatterGen supervised dielectric adapter,MatterGen supervised dielectric adapter guidance_sweep_n128,dielectric_bestckpt_full10epoch_model_for_generation (guidance sweep eval),,,,4.0,2.0,gen_018,Cl6MnTl2,Mn(TlCl3)2,,4.072508819356668,0.0725088193566678,0.0644274066416574,0.0644274066416574,True,True,True,True,True,True,True,provenance://mattergen_final_guidance_sweep/guidance2_cond4_n128/generated_crystals_cif.zip!gen_18.cif,provenance://mattergen_final_guidance_sweep/all_guidance_conditions_relaxed.extxyz::global_structure_index=1170,,provenance://mattergen_final_guidance_sweep/adapter_evaluation_master_indexfixed.csv,provenance://mattergen_final_guidance_sweep/all_guidance_conditions_relaxed.extxyz,,selected
mattergen_adapter,MatterGen supervised dielectric adapter,MatterGen supervised dielectric adapter guidance_sweep_n128,dielectric_bestckpt_full10epoch_model_for_generation (guidance sweep eval),,,,8.0,2.0,gen_016,Ag3AsS4,Ag3AsS4,,8.183509475866247,0.1835094758662467,0.028726938871709,0.028726938871709,True,True,True,True,True,True,True,provenance://mattergen_final_guidance_sweep/guidance2_cond8_n128/generated_crystals_cif.zip!gen_16.cif,provenance://mattergen_final_guidance_sweep/all_guidance_conditions_relaxed.extxyz::global_structure_index=1296,,provenance://mattergen_final_guidance_sweep/adapter_evaluation_master_indexfixed.csv,provenance://mattergen_final_guidance_sweep/all_guidance_conditions_relaxed.extxyz,,selected
mattergen_adapter,MatterGen supervised dielectric adapter,MatterGen supervised dielectric adapter guidance_sweep_n128,dielectric_bestckpt_full10epoch_model_for_generation (guidance sweep eval),,,,12.0,2.0,gen_066,Ag2As3Se6,Ag2(AsSe2)3,,11.766699101032494,0.2333008989675065,0.0793331819864047,0.0793331819864047,True,True,True,True,True,True,True,provenance://mattergen_final_guidance_sweep/guidance2_cond12_n128/generated_crystals_cif.zip!gen_66.cif,provenance://mattergen_final_guidance_sweep/all_guidance_conditions_relaxed.extxyz::global_structure_index=1474,,provenance://mattergen_final_guidance_sweep/adapter_evaluation_master_indexfixed.csv,provenance://mattergen_final_guidance_sweep/all_guidance_conditions_relaxed.extxyz,,selected
crystalite_fixed_film,Crystalite dielectric fixed_film,Crystalite fixed_film final.pt,outputs/film_sole_path/checkpoints/final.pt,,,,2.0,2.0,21.0,Al2F14K4,K2AlF7,,1.9802189292123271,0.0197810707876728,0.0705619048674393,,True,True,True,True,True,False,False,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8/fixed_film__g2__t2/successful_input_cifs/sample_00021.cif,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g2__t2/cifs/sample_00021.cif,,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8/fixed_film__g2__t2/detailed.json ; provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_anisonet/per_sample_evaluation.csv,,,selected
crystalite_fixed_film,Crystalite dielectric fixed_film,Crystalite fixed_film final.pt,outputs/film_sole_path/checkpoints/final.pt,,,,4.0,2.0,12.0,AsCs3GaS2Se3,Cs3GaAsSe3S2,,3.916955322635591,0.0830446773644091,0.0670012188494046,,True,True,True,True,True,True,True,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8/fixed_film__g2__t4/successful_input_cifs/sample_00012.cif,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g2__t4/cifs/sample_00012.cif,,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8/fixed_film__g2__t4/detailed.json ; provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_anisonet/per_sample_evaluation.csv,,,selected
crystalite_fixed_film,Crystalite dielectric fixed_film,Crystalite fixed_film final.pt,outputs/film_sole_path/checkpoints/final.pt,,,,8.0,2.0,27.0,CsCu3Te4,CsCu3Te4,,9.108633310119275,1.1086333101192754,0.0899589457897866,,True,True,True,True,True,True,True,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8/fixed_film__g2__t8/successful_input_cifs/sample_00027.cif,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_view/fixed_film__g2__t8/cifs/sample_00027.cif,,provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8/fixed_film__g2__t8/detailed.json ; provenance://crystalite/outputs/final report output/mattergen_eval_fixed_film_raw_skip8_anisonet/per_sample_evaluation.csv,,,selected
crystalite_fixed_film,Crystalite dielectric fixed_film,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,no SUN candidate
mattergen_rl,MatterGen reward-guided / RL,repeat_eval_loop0007,matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007,matinvent_style_target12_eval24_topk025_from_loop0020,loop_0007,repeat_000,12.0,1.0,gen_33,Dy3 Pb1 Se2,Dy3PbSe2,,12.024163706440229,0.0241637064402286,,,True,True,True,True,True,True,True,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/repeat_eval_loop0007/repeat_000/postprocess/relaxed/relaxed_cifs/gen_33_relaxed.cif,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/repeat_eval_loop0007/repeat_000/postprocess/rewards/reward_table.csv,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/repeat_eval_loop0007/repeat_000/repeat_metadata.json,selected
