guidance_factor,condition,subset,family_type,rank,family_label,count,fraction,representative_formula,representative_space_group,mean_predicted_dielectric_scalar,mean_energy_above_hull_per_atom,stable_fraction_within_family,sun_fraction_within_family
0,12,sun_positive,space_group,2,Cm,3,0.13043478260869565,Cs3BH4,Cm,2.9114040941676382,-0.0006787548499079336,1.0,1.0
0,12,sun_positive,space_group,3,C2/m,2,0.08695652173913043,CsGa3I8,C2/m,4.444108565106939,0.03604242911290105,1.0,1.0
0,12,sun_positive,space_group,4,R-3m,1,0.043478260869565216,Nb2(OF)3,R-3m,5.327829929330763,0.0022031747815152,1.0,1.0
0,12,sun_positive,space_group,5,P2_1/m,1,0.043478260869565216,NaLi2Pd,P2_1/m,9.1855913543617,0.0475244381961026,1.0,1.0
0,12,sun_positive,space_group,6,Pm,1,0.043478260869565216,Rb4BaNa2Sb3,Pm,7.119658671370709,0.0635749836268049,1.0,1.0
0,12,sun_positive,space_group,7,I-42m,1,0.043478260869565216,CsNbTl2O4,I-42m,4.403704409493059,0.0703941887439736,1.0,1.0
0,12,sun_positive,space_group,8,I222,1,0.043478260869565216,Li5As4PdRu2,I222,13.014713759919903,0.0424201729784208,1.0,1.0
0,12,sun_positive,space_group,9,P-3m1,1,0.043478260869565216,Y6HN5,P-3m1,8.901850403630343,0.0222378084734415,1.0,1.0
0,12,sun_positive,space_group,10,P2_1/c,1,0.043478260869565216,NaHO,P2_1/c,2.111058306138572,0.0480685242239324,1.0,1.0
1,2,all_relaxed,chemical_system,1,H-O,2,0.015625,H2O,P1,1.6319992051396492,0.20310701780069654,0.5,0.5
1,2,all_relaxed,chemical_system,2,Cl,2,0.015625,Cl2,P1,2.5460613160177497,0.024898904523607802,1.0,0.5
1,2,all_relaxed,chemical_system,3,F,2,0.015625,F2,P-1,2.9805606382844303,0.010997669283304649,1.0,1.0
1,2,all_relaxed,chemical_system,4,C-N-O,2,0.015625,C2NO7,P1,1.5972651644340954,0.6154563999056175,0.0,0.0
1,2,all_relaxed,chemical_system,5,As-B-Be,1,0.0078125,BeBAs2,P-4m2,10.336769485011873,0.0655320583865677,1.0,1.0
1,2,all_relaxed,chemical_system,6,K-Ni-O,1,0.0078125,K4NiO3,P-1,3.410632242821953,0.0229784812159596,1.0,1.0
1,2,all_relaxed,chemical_system,7,Cr-F-Li,1,0.0078125,LiCrF4,Cmmm,2.630114281044412,0.0905373797643713,1.0,0.0
1,2,all_relaxed,chemical_system,8,H-K-Li,1,0.0078125,KLiH,Pmmn,2.951576325684433,0.1401870454209635,0.0,0.0
1,2,all_relaxed,chemical_system,9,I-Sn,1,0.0078125,SnI2,R-3m,4.809336115215351,0.0534700356917121,1.0,0.0
1,2,all_relaxed,chemical_system,10,F-Na-Rb,1,0.0078125,RbNaF2,R-3m,1.9887090068399484,0.1095662761289553,0.0,0.0
1,2,all_relaxed,reduced_formula,1,Cl2,2,0.015625,Cl2,P1,2.5460613160177497,0.024898904523607802,1.0,0.5
1,2,all_relaxed,reduced_formula,2,F2,2,0.015625,F2,P-1,2.9805606382844303,0.010997669283304649,1.0,1.0
1,2,all_relaxed,reduced_formula,3,BeBAs2,1,0.0078125,BeBAs2,P-4m2,10.336769485011873,0.0655320583865677,1.0,1.0
1,2,all_relaxed,reduced_formula,4,K4NiO3,1,0.0078125,K4NiO3,P-1,3.410632242821953,0.0229784812159596,1.0,1.0
1,2,all_relaxed,reduced_formula,5,LiCrF4,1,0.0078125,LiCrF4,Cmmm,2.630114281044412,0.0905373797643713,1.0,0.0
1,2,all_relaxed,reduced_formula,6,KLiH,1,0.0078125,KLiH,Pmmn,2.951576325684433,0.1401870454209635,0.0,0.0
1,2,all_relaxed,reduced_formula,7,SnI2,1,0.0078125,SnI2,R-3m,4.809336115215351,0.0534700356917121,1.0,0.0
1,2,all_relaxed,reduced_formula,8,RbNaF2,1,0.0078125,RbNaF2,R-3m,1.9887090068399484,0.1095662761289553,0.0,0.0
1,2,all_relaxed,reduced_formula,9,HClF2,1,0.0078125,HClF2,P1,1.91258337341726,0.1571030269589983,0.0,0.0
1,2,all_relaxed,reduced_formula,10,PSe2O7,1,0.0078125,PSe2O7,Cm,3.2835873536587123,0.1907998706438043,0.0,0.0
1,2,all_relaxed,anonymized_formula,1,ABC2,10,0.078125,BeBAs2,R-3m,5.5282028281102455,0.11587671085126683,0.4,0.3
1,2,all_relaxed,anonymized_formula,2,AB3,10,0.078125,AlF3,Pm-3m,2.577771723537213,0.128048792338419,0.5,0.3
1,2,all_relaxed,anonymized_formula,3,ABC3,10,0.078125,BaLiH3,P4mm,4.601716346247738,0.11837528589118565,0.5,0.3
1,2,all_relaxed,anonymized_formula,4,AB,9,0.0703125,BeO,P1,3.912426575235626,0.09459882831128545,0.6666666666666666,0.2222222222222222
1,2,all_relaxed,anonymized_formula,5,ABC4,6,0.046875,LiCrF4,Cmmm,2.26017991722004,0.09383282101343259,0.6666666666666666,0.3333333333333333
1,2,all_relaxed,anonymized_formula,6,ABC,5,0.0390625,KLiH,Amm2,6.491851856582083,0.08914890440182162,0.4,0.0
1,2,all_relaxed,anonymized_formula,7,ABC2D8,5,0.0390625,CsBe2AlF8,C2/m,2.224968572194711,0.09534775423565464,0.6,0.4
1,2,all_relaxed,anonymized_formula,8,A,5,0.0390625,Cl2,P-1,2.340351003339857,0.015481853079472979,1.0,0.8
1,2,all_relaxed,anonymized_formula,9,AB3C4,4,0.03125,CoH4O3,Imm2,2.9177555622335096,0.5861689049562383,0.75,0.25
1,2,all_relaxed,anonymized_formula,10,AB2,4,0.03125,CaH2,Cm,4.1970298512259605,0.09429238734291373,0.75,0.5
1,2,all_relaxed,structure_family,1,SF000,1,0.0078125,BeBAs2,P-4m2,10.336769485011873,0.0655320583865677,1.0,1.0
1,2,all_relaxed,structure_family,2,SF001,1,0.0078125,K4NiO3,P-1,3.410632242821953,0.0229784812159596,1.0,1.0
1,2,all_relaxed,structure_family,3,SF002,1,0.0078125,LiCrF4,Cmmm,2.630114281044412,0.0905373797643713,1.0,0.0
1,2,all_relaxed,structure_family,4,SF003,1,0.0078125,KLiH,Pmmn,2.951576325684433,0.1401870454209635,0.0,0.0
1,2,all_relaxed,structure_family,5,SF004,1,0.0078125,SnI2,R-3m,4.809336115215351,0.0534700356917121,1.0,0.0
1,2,all_relaxed,structure_family,6,SF005,1,0.0078125,RbNaF2,R-3m,1.9887090068399484,0.1095662761289553,0.0,0.0
1,2,all_relaxed,structure_family,7,SF006,1,0.0078125,HClF2,P1,1.91258337341726,0.1571030269589983,0.0,0.0
1,2,all_relaxed,structure_family,8,SF007,1,0.0078125,PSe2O7,Cm,3.2835873536587123,0.1907998706438043,0.0,0.0
1,2,all_relaxed,structure_family,9,SF008,1,0.0078125,Cd2Cl3,P-3m1,3.345342282328013,0.2612338746997715,0.0,0.0
1,2,all_relaxed,structure_family,10,SF009,1,0.0078125,H5O,R3m,1.1401977526370712,0.3403311647571225,0.0,0.0
1,2,all_relaxed,space_group,1,P1,31,0.2421875,Al4TlF13,P1,3.0477947099719866,0.21889901119664848,0.2903225806451613,0.2903225806451613
1,2,all_relaxed,space_group,2,R-3m,10,0.078125,CrHO2,R-3m,3.009228117573289,0.17675832044215872,0.3,0.2
1,2,all_relaxed,space_group,3,Pm-3m,7,0.0546875,CaF3,Pm-3m,3.4195087619938698,0.16038826663095268,0.42857142857142855,0.0
1,2,all_relaxed,space_group,4,P-1,6,0.046875,F2,P-1,2.972092942714552,0.22670387666088396,0.3333333333333333,0.3333333333333333
1,2,all_relaxed,space_group,5,Cm,6,0.046875,Ga2I5,Cm,3.334347288522723,0.146098859050072,0.3333333333333333,0.3333333333333333
1,2,all_relaxed,space_group,6,C2/m,5,0.0390625,Cs2CdO2,C2/m,2.4783315338278316,0.09597070270090462,0.8,0.2
1,2,all_relaxed,space_group,7,Fm-3m,5,0.0390625,BaF3,Fm-3m,2.8643742938415366,0.1263112715342654,0.6,0.0
1,2,all_relaxed,space_group,8,R3m,4,0.03125,H5O,R3m,3.5360706077873627,0.21078554459559923,0.5,0.25
1,2,all_relaxed,space_group,9,Pm,4,0.03125,BiPb3(Cl3O)2,Pm,3.0172112301341296,0.32015494934896505,0.0,0.0
1,2,all_relaxed,space_group,10,R-3,3,0.0234375,AlF3,R-3,2.223085773212349,0.06592387470416093,0.6666666666666666,0.3333333333333333
1,2,sun_positive,chemical_system,1,F,2,0.058823529411764705,F2,P-1,2.9805606382844303,0.010997669283304649,1.0,1.0
1,2,sun_positive,chemical_system,2,As-B-Be,1,0.029411764705882353,BeBAs2,P-4m2,10.336769485011873,0.0655320583865677,1.0,1.0
1,2,sun_positive,chemical_system,3,K-Ni-O,1,0.029411764705882353,K4NiO3,P-1,3.410632242821953,0.0229784812159596,1.0,1.0
1,2,sun_positive,chemical_system,4,Al-Be-Cs-F,1,0.029411764705882353,CsBe2AlF8,R-3,1.9271407297990493,0.0376637776684258,1.0,1.0
1,2,sun_positive,chemical_system,5,Ag-B-F-K,1,0.029411764705882353,KAgB2F8,R-3m,2.066919191630897,0.0328412433123368,1.0,1.0
1,2,sun_positive,chemical_system,6,Ca-H,1,0.029411764705882353,CaH2,P4/nmm,4.5476734147285365,0.0548050348960775,1.0,1.0
1,2,sun_positive,chemical_system,7,H,1,0.029411764705882353,H2,Pmma,0.6485111080949234,0.00561611778354,1.0,1.0
1,2,sun_positive,chemical_system,8,Ga-Li-Mg,1,0.029411764705882353,Li4MgGa2,P1,8.289724010030989,0.0431779096416868,1.0,1.0
1,2,sun_positive,chemical_system,9,F-Na,1,0.029411764705882353,Na5F6,C2/m,1.7100763501790333,0.0938717597824903,1.0,1.0
1,2,sun_positive,chemical_system,10,Fe-H-O-S,1,0.029411764705882353,Fe2H2S3O,P1,3.975070916915588,0.0294307705686183,1.0,1.0
1,2,sun_positive,reduced_formula,1,F2,2,0.058823529411764705,F2,P-1,2.9805606382844303,0.010997669283304649,1.0,1.0
1,2,sun_positive,reduced_formula,2,BeBAs2,1,0.029411764705882353,BeBAs2,P-4m2,10.336769485011873,0.0655320583865677,1.0,1.0
1,2,sun_positive,reduced_formula,3,K4NiO3,1,0.029411764705882353,K4NiO3,P-1,3.410632242821953,0.0229784812159596,1.0,1.0
1,2,sun_positive,reduced_formula,4,CsBe2AlF8,1,0.029411764705882353,CsBe2AlF8,R-3,1.9271407297990493,0.0376637776684258,1.0,1.0
1,2,sun_positive,reduced_formula,5,KAgB2F8,1,0.029411764705882353,KAgB2F8,R-3m,2.066919191630897,0.0328412433123368,1.0,1.0
1,2,sun_positive,reduced_formula,6,CaH2,1,0.029411764705882353,CaH2,P4/nmm,4.5476734147285365,0.0548050348960775,1.0,1.0
1,2,sun_positive,reduced_formula,7,H2,1,0.029411764705882353,H2,Pmma,0.6485111080949234,0.00561611778354,1.0,1.0
1,2,sun_positive,reduced_formula,8,Li4MgGa2,1,0.029411764705882353,Li4MgGa2,P1,8.289724010030989,0.0431779096416868,1.0,1.0
1,2,sun_positive,reduced_formula,9,Na5F6,1,0.029411764705882353,Na5F6,C2/m,1.7100763501790333,0.0938717597824903,1.0,1.0
1,2,sun_positive,reduced_formula,10,Fe2H2S3O,1,0.029411764705882353,Fe2H2S3O,P1,3.975070916915588,0.0294307705686183,1.0,1.0
1,2,sun_positive,anonymized_formula,1,A,4,0.11764705882352941,F2,P-1,2.3115809355422545,0.01117267155573225,1.0,1.0
1,2,sun_positive,anonymized_formula,2,ABC2,3,0.08823529411764706,BeBAs2,P-4m2,5.851368922838527,0.0346003295782274,1.0,1.0
1,2,sun_positive,anonymized_formula,3,ABC3,3,0.08823529411764706,CaCO3,P2/c,2.883766151336087,0.060382411143398096,1.0,1.0
1,2,sun_positive,anonymized_formula,4,AB3,3,0.08823529411764706,H3Se,P1,2.6052374222202332,0.013809266008375634,1.0,1.0
1,2,sun_positive,anonymized_formula,5,ABC2D8,2,0.058823529411764705,CsBe2AlF8,R-3,1.997029960714973,0.035252510490381306,1.0,1.0
1,2,sun_positive,anonymized_formula,6,AB2,2,0.058823529411764705,CaH2,P1,3.3357370361853818,0.06034395287017405,1.0,1.0
1,2,sun_positive,anonymized_formula,7,AB2C4,2,0.058823529411764705,H4Br2O,Cm,5.384527650467559,0.03980493407460245,1.0,1.0
1,2,sun_positive,anonymized_formula,8,AB,2,0.058823529411764705,HCl,Aem2,2.9221531358671307,0.05124877254699475,1.0,1.0
1,2,sun_positive,anonymized_formula,9,ABC4,2,0.058823529411764705,RbBF4,F-43m,2.124860695657378,0.0406584602030568,1.0,1.0
1,2,sun_positive,anonymized_formula,10,AB3C4,1,0.029411764705882353,K4NiO3,P-1,3.410632242821953,0.0229784812159596,1.0,1.0
1,2,sun_positive,structure_family,1,SF000,1,0.029411764705882353,BeBAs2,P-4m2,10.336769485011873,0.0655320583865677,1.0,1.0
1,2,sun_positive,structure_family,2,SF001,1,0.029411764705882353,K4NiO3,P-1,3.410632242821953,0.0229784812159596,1.0,1.0
1,2,sun_positive,structure_family,3,SF002,1,0.029411764705882353,CsBe2AlF8,R-3,1.9271407297990493,0.0376637776684258,1.0,1.0
1,2,sun_positive,structure_family,4,SF003,1,0.029411764705882353,KAgB2F8,R-3m,2.066919191630897,0.0328412433123368,1.0,1.0
1,2,sun_positive,structure_family,5,SF004,1,0.029411764705882353,CaH2,P4/nmm,4.5476734147285365,0.0548050348960775,1.0,1.0
1,2,sun_positive,structure_family,6,SF005,1,0.029411764705882353,H2,Pmma,0.6485111080949234,0.00561611778354,1.0,1.0
1,2,sun_positive,structure_family,7,SF006,1,0.029411764705882353,Li4MgGa2,P1,8.289724010030989,0.0431779096416868,1.0,1.0
1,2,sun_positive,structure_family,8,SF007,1,0.029411764705882353,Na5F6,C2/m,1.7100763501790333,0.0938717597824903,1.0,1.0
1,2,sun_positive,structure_family,9,SF008,1,0.029411764705882353,Fe2H2S3O,P1,3.975070916915588,0.0294307705686183,1.0,1.0
1,2,sun_positive,structure_family,10,SF009,1,0.029411764705882353,CaCO3,P2/c,2.526367919629003,0.0613677400225345,1.0,1.0
1,2,sun_positive,space_group,1,P1,9,0.2647058823529412,Cl2,P1,3.338577266671777,0.025009767083281047,1.0,1.0
1,2,sun_positive,space_group,2,P-1,2,0.058823529411764705,F2,P-1,3.2790533098817782,0.0165389900140364,1.0,1.0
1,2,sun_positive,space_group,3,R-3m,2,0.058823529411764705,HgPF8,R-3m,1.9189397446949004,0.0648390532304019,1.0,1.0
1,2,sun_positive,space_group,4,Cm,2,0.058823529411764705,H4Br2O,Cm,2.3946522652979363,0.0409928701066859,1.0,1.0
1,2,sun_positive,space_group,5,P-4m2,1,0.029411764705882353,BeBAs2,P-4m2,10.336769485011873,0.0655320583865677,1.0,1.0
1,2,sun_positive,space_group,6,R-3,1,0.029411764705882353,CsBe2AlF8,R-3,1.9271407297990493,0.0376637776684258,1.0,1.0
1,2,sun_positive,space_group,7,P4/nmm,1,0.029411764705882353,CaH2,P4/nmm,4.5476734147285365,0.0548050348960775,1.0,1.0
1,2,sun_positive,space_group,8,Pmma,1,0.029411764705882353,H2,Pmma,0.6485111080949234,0.00561611778354,1.0,1.0
1,2,sun_positive,space_group,9,C2/m,1,0.029411764705882353,Na5F6,C2/m,1.7100763501790333,0.0938717597824903,1.0,1.0
1,2,sun_positive,space_group,10,P2/c,1,0.029411764705882353,CaCO3,P2/c,2.526367919629003,0.0613677400225345,1.0,1.0
1,4,all_relaxed,chemical_system,1,Li-N,2,0.015625,Li7N5,Immm,3.9534762134716686,0.14149641442709446,0.0,0.0
1,4,all_relaxed,chemical_system,2,B-Cs-H,1,0.0078125,Cs2B3H7,P1,2.3782410732200896,0.1992367754941693,0.0,0.0
1,4,all_relaxed,chemical_system,3,I-O-Zn,1,0.0078125,Zn(IO3)2,P1,3.8178565807630647,0.0975794387926516,1.0,1.0
1,4,all_relaxed,chemical_system,4,Li-Mn-O,1,0.0078125,LiMnO2,Cmcm,5.179345964050465,0.1335049673662851,0.0,0.0
1,4,all_relaxed,chemical_system,5,Mg-Mo-N,1,0.0078125,MgMoN2,R-3m,10.386145655769315,0.3300347942012642,0.0,0.0
1,4,all_relaxed,chemical_system,6,Ga-O-Si,1,0.0078125,GaSiO4,Pc,2.3853971940041,0.3573382147250568,0.0,0.0
1,4,all_relaxed,chemical_system,7,Ba-Cs-I-S,1,0.0078125,CsBaSI2,P4/mmm,4.1918251650202025,0.4076925299447169,0.0,0.0
1,4,all_relaxed,chemical_system,8,Cs-Pb-S-Sn-Tl,1,0.0078125,CsTl3SnPbS4,Cm,8.215841628875,0.124450895413096,0.0,0.0
1,4,all_relaxed,chemical_system,9,Li-Ni-O-Te,1,0.0078125,LiNi2TeO6,R3,5.379301347604081,0.1856511889266663,0.0,0.0
1,4,all_relaxed,chemical_system,10,Mo-O-Y,1,0.0078125,YMoO4,P2/c,5.317901991883435,0.13120042279896,0.0,0.0
1,4,all_relaxed,reduced_formula,1,Cs2B3H7,1,0.0078125,Cs2B3H7,P1,2.3782410732200896,0.1992367754941693,0.0,0.0
1,4,all_relaxed,reduced_formula,2,Zn(IO3)2,1,0.0078125,Zn(IO3)2,P1,3.8178565807630647,0.0975794387926516,1.0,1.0
1,4,all_relaxed,reduced_formula,3,LiMnO2,1,0.0078125,LiMnO2,Cmcm,5.179345964050465,0.1335049673662851,0.0,0.0
1,4,all_relaxed,reduced_formula,4,MgMoN2,1,0.0078125,MgMoN2,R-3m,10.386145655769315,0.3300347942012642,0.0,0.0
1,4,all_relaxed,reduced_formula,5,GaSiO4,1,0.0078125,GaSiO4,Pc,2.3853971940041,0.3573382147250568,0.0,0.0
1,4,all_relaxed,reduced_formula,6,CsBaSI2,1,0.0078125,CsBaSI2,P4/mmm,4.1918251650202025,0.4076925299447169,0.0,0.0
1,4,all_relaxed,reduced_formula,7,CsTl3SnPbS4,1,0.0078125,CsTl3SnPbS4,Cm,8.215841628875,0.124450895413096,0.0,0.0
1,4,all_relaxed,reduced_formula,8,LiNi2TeO6,1,0.0078125,LiNi2TeO6,R3,5.379301347604081,0.1856511889266663,0.0,0.0
1,4,all_relaxed,reduced_formula,9,YMoO4,1,0.0078125,YMoO4,P2/c,5.317901991883435,0.13120042279896,0.0,0.0
1,4,all_relaxed,reduced_formula,10,K2BH5,1,0.0078125,K2BH5,P-4m2,2.486929544035904,0.0238818651188887,1.0,1.0
1,4,all_relaxed,anonymized_formula,1,ABC2,22,0.171875,Ca2NCl,R-3m,6.558911385206202,0.36110802382894314,0.4090909090909091,0.09090909090909091
1,4,all_relaxed,anonymized_formula,2,ABC4,8,0.0625,AgBiCl4,Cmcm,4.144003317214974,0.12146838064473026,0.625,0.375
1,4,all_relaxed,anonymized_formula,3,AB2C6,6,0.046875,AgH2F6,P-3m1,3.5503446317529423,0.12397184244206925,0.5,0.5
1,4,all_relaxed,anonymized_formula,4,ABCD2,5,0.0390625,Ba2ZnAgN,P4/mmm,6.515317132076848,0.23931212604623534,0.2,0.0
1,4,all_relaxed,anonymized_formula,5,AB2,5,0.0390625,CdF2,R3m,6.030907997757523,0.1611272640421569,0.2,0.0
1,4,all_relaxed,anonymized_formula,6,A2B3C7,4,0.03125,As3Br2O7,P1,3.1292910331347805,0.17725255247471766,0.0,0.0
1,4,all_relaxed,anonymized_formula,7,AB2C5,4,0.03125,Cs2AuBr5,Fmm2,8.31225003818605,0.06851777386207387,0.75,0.75
1,4,all_relaxed,anonymized_formula,8,AB3C8,4,0.03125,Ba3MgH8,C2,3.860164989782513,0.19479746661892872,0.0,0.0
1,4,all_relaxed,anonymized_formula,9,ABC2D8,4,0.03125,CsNb(PO4)2,P-3m1,3.4616088111448438,0.11728669812711162,0.25,0.0
1,4,all_relaxed,anonymized_formula,10,ABC3,4,0.03125,BaInO3,Pm-3m,4.1529805230270656,0.11321340970259937,0.5,0.25
1,4,all_relaxed,structure_family,1,SF000,1,0.0078125,Cs2B3H7,P1,2.3782410732200896,0.1992367754941693,0.0,0.0
1,4,all_relaxed,structure_family,2,SF001,1,0.0078125,Zn(IO3)2,P1,3.8178565807630647,0.0975794387926516,1.0,1.0
1,4,all_relaxed,structure_family,3,SF002,1,0.0078125,LiMnO2,Cmcm,5.179345964050465,0.1335049673662851,0.0,0.0
1,4,all_relaxed,structure_family,4,SF003,1,0.0078125,MgMoN2,R-3m,10.386145655769315,0.3300347942012642,0.0,0.0
1,4,all_relaxed,structure_family,5,SF004,1,0.0078125,GaSiO4,Pc,2.3853971940041,0.3573382147250568,0.0,0.0
1,4,all_relaxed,structure_family,6,SF005,1,0.0078125,CsBaSI2,P4/mmm,4.1918251650202025,0.4076925299447169,0.0,0.0
1,4,all_relaxed,structure_family,7,SF006,1,0.0078125,CsTl3SnPbS4,Cm,8.215841628875,0.124450895413096,0.0,0.0
1,4,all_relaxed,structure_family,8,SF007,1,0.0078125,LiNi2TeO6,R3,5.379301347604081,0.1856511889266663,0.0,0.0
1,4,all_relaxed,structure_family,9,SF008,1,0.0078125,YMoO4,P2/c,5.317901991883435,0.13120042279896,0.0,0.0
1,4,all_relaxed,structure_family,10,SF009,1,0.0078125,K2BH5,P-4m2,2.486929544035904,0.0238818651188887,1.0,1.0
1,4,all_relaxed,space_group,1,P1,33,0.2578125,As3Br2O7,P1,4.0671562241355455,0.2305342904901182,0.12121212121212122,0.12121212121212122
1,4,all_relaxed,space_group,2,R-3m,7,0.0546875,Ca2NCl,R-3m,6.923619864316983,0.10932331956424417,0.5714285714285714,0.14285714285714285
1,4,all_relaxed,space_group,3,R3m,7,0.0546875,AlPH,R3m,4.576115345013867,0.15293157876440983,0.2857142857142857,0.14285714285714285
1,4,all_relaxed,space_group,4,Cm,6,0.046875,CsTl3SnPbS4,Cm,5.846847421801207,0.12608918632678254,0.3333333333333333,0.3333333333333333
1,4,all_relaxed,space_group,5,P-3m1,6,0.046875,Ba2ReO6,P-3m1,3.4262861843620076,0.1348533327625198,0.3333333333333333,0.0
1,4,all_relaxed,space_group,6,P4/mmm,5,0.0390625,Ba2ZnAgN,P4/mmm,8.125172400373833,1.0711525897449001,0.4,0.2
1,4,all_relaxed,space_group,7,I4/mmm,5,0.0390625,Ba2Hf2As2O,I4/mmm,6.40862640643621,0.21357142798774506,0.4,0.2
1,4,all_relaxed,space_group,8,C2/m,5,0.0390625,Cs4Li2BN3,C2/m,4.6634981716097395,0.16857247841230902,0.0,0.0
1,4,all_relaxed,space_group,9,P3m1,4,0.03125,CdInSCl3,P3m1,5.379976300970172,0.2760106988938747,0.25,0.25
1,4,all_relaxed,space_group,10,Fm-3m,4,0.03125,BaSe,Fm-3m,3.9667201894475626,0.13479016506028316,0.75,0.25
1,4,sun_positive,chemical_system,1,I-O-Zn,1,0.041666666666666664,Zn(IO3)2,P1,3.8178565807630647,0.0975794387926516,1.0,1.0
1,4,sun_positive,chemical_system,2,B-H-K,1,0.041666666666666664,K2BH5,P-4m2,2.486929544035904,0.0238818651188887,1.0,1.0
1,4,sun_positive,chemical_system,3,F-H-N-Na,1,0.041666666666666664,Na2H3NF2,Pm,1.828820707410024,0.0818011740119866,1.0,1.0
1,4,sun_positive,chemical_system,4,F-Nb-Tl,1,0.041666666666666664,NbTl2F6,Fm-3m,2.8311572577373667,0.0788245996170662,1.0,1.0
1,4,sun_positive,chemical_system,5,Na-O-P,1,0.041666666666666664,Na3PO4,I-42m,2.1606803733951963,0.0651752478865281,1.0,1.0
1,4,sun_positive,chemical_system,6,Li-Si-Zn,1,0.041666666666666664,Li2ZnSi,I4/mmm,9.87209826234443,0.0840620144550245,1.0,1.0
1,4,sun_positive,chemical_system,7,Nd-O-P,1,0.041666666666666664,NdPO4,Cmcm,3.839279549203855,0.0445746975134166,1.0,1.0
1,4,sun_positive,chemical_system,8,Cl-F-H-O-Rb,1,0.041666666666666664,RbHClO4F,P1,2.0043656255885587,0.0879904581214452,1.0,1.0
1,4,sun_positive,chemical_system,9,Cs-K-Rb,1,0.041666666666666664,Cs(KRb)2,R3m,3.6698459136782975,0.0551350360362665,1.0,1.0
1,4,sun_positive,chemical_system,10,As-Pd-Rb,1,0.041666666666666664,Rb5As3Pd4,Cm,8.30383714420313,-0.0478680929233572,1.0,1.0
1,4,sun_positive,reduced_formula,1,Zn(IO3)2,1,0.041666666666666664,Zn(IO3)2,P1,3.8178565807630647,0.0975794387926516,1.0,1.0
1,4,sun_positive,reduced_formula,2,K2BH5,1,0.041666666666666664,K2BH5,P-4m2,2.486929544035904,0.0238818651188887,1.0,1.0
1,4,sun_positive,reduced_formula,3,Na2H3NF2,1,0.041666666666666664,Na2H3NF2,Pm,1.828820707410024,0.0818011740119866,1.0,1.0
1,4,sun_positive,reduced_formula,4,NbTl2F6,1,0.041666666666666664,NbTl2F6,Fm-3m,2.8311572577373667,0.0788245996170662,1.0,1.0
1,4,sun_positive,reduced_formula,5,Na3PO4,1,0.041666666666666664,Na3PO4,I-42m,2.1606803733951963,0.0651752478865281,1.0,1.0
1,4,sun_positive,reduced_formula,6,Li2ZnSi,1,0.041666666666666664,Li2ZnSi,I4/mmm,9.87209826234443,0.0840620144550245,1.0,1.0
1,4,sun_positive,reduced_formula,7,NdPO4,1,0.041666666666666664,NdPO4,Cmcm,3.839279549203855,0.0445746975134166,1.0,1.0
1,4,sun_positive,reduced_formula,8,RbHClO4F,1,0.041666666666666664,RbHClO4F,P1,2.0043656255885587,0.0879904581214452,1.0,1.0
1,4,sun_positive,reduced_formula,9,Cs(KRb)2,1,0.041666666666666664,Cs(KRb)2,R3m,3.6698459136782975,0.0551350360362665,1.0,1.0
1,4,sun_positive,reduced_formula,10,Rb5As3Pd4,1,0.041666666666666664,Rb5As3Pd4,Cm,8.30383714420313,-0.0478680929233572,1.0,1.0
1,4,sun_positive,anonymized_formula,1,AB2C6,3,0.125,AgH2F6,Fm-3m,3.2883626480980723,0.0876370989540825,1.0,1.0
1,4,sun_positive,anonymized_formula,2,AB2C5,3,0.125,Cs2AuBr5,I4mm,3.0283770047211203,0.0437119050721963,1.0,1.0
1,4,sun_positive,anonymized_formula,3,ABC4,3,0.125,AgBiCl4,Cmcm,3.469595874526364,0.06382932792627317,1.0,1.0
1,4,sun_positive,anonymized_formula,4,AB3C4,2,0.08333333333333333,KH3F4,I-42m,1.9665378856451379,0.05894070351823005,1.0,1.0
1,4,sun_positive,anonymized_formula,5,ABC2,2,0.08333333333333333,CsAsH2,Amm2,7.299006659751381,0.026198863281032596,1.0,1.0
1,4,sun_positive,anonymized_formula,6,AB2C2,2,0.08333333333333333,Ba(ZnP)2,Pnma,8.065147746682264,0.0377251374607442,1.0,1.0
1,4,sun_positive,anonymized_formula,7,AB2C2D3,1,0.041666666666666664,Na2H3NF2,Pm,1.828820707410024,0.0818011740119866,1.0,1.0
1,4,sun_positive,anonymized_formula,8,ABCDE4,1,0.041666666666666664,RbHClO4F,P1,2.0043656255885587,0.0879904581214452,1.0,1.0
1,4,sun_positive,anonymized_formula,9,A3B4C5,1,0.041666666666666664,Rb5As3Pd4,Cm,8.30383714420313,-0.0478680929233572,1.0,1.0
1,4,sun_positive,anonymized_formula,10,ABCD6,1,0.041666666666666664,CaMgIO6,P312,3.080675414591669,0.0862809753005908,1.0,1.0
1,4,sun_positive,structure_family,1,SF000,1,0.041666666666666664,Zn(IO3)2,P1,3.8178565807630647,0.0975794387926516,1.0,1.0
1,4,sun_positive,structure_family,2,SF001,1,0.041666666666666664,K2BH5,P-4m2,2.486929544035904,0.0238818651188887,1.0,1.0
1,4,sun_positive,structure_family,3,SF002,1,0.041666666666666664,Na2H3NF2,Pm,1.828820707410024,0.0818011740119866,1.0,1.0
1,4,sun_positive,structure_family,4,SF003,1,0.041666666666666664,NbTl2F6,Fm-3m,2.8311572577373667,0.0788245996170662,1.0,1.0
