guidance_factor,condition,subset,family_type,n_generated_group,n_subset,n_stable_in_subset,n_unique_in_subset,n_novel_in_subset,n_sun_in_subset,n_families,largest_family_fraction,top5_cumulative_fraction,shannon_entropy,effective_num_families,hhi,mean_family_size,median_family_size,frac_in_families_ge_5,boot_largest_family_fraction_lo,boot_largest_family_fraction_hi,boot_effective_num_families_lo,boot_effective_num_families_hi,boot_hhi_lo,boot_hhi_hi
5,12,all_relaxed,chemical_system,128,128,52,123,88,18,102,0.0390625,0.15625,4.506137349689447,90.57129672737837,0.01318359375,1.2549019607843137,1.0,0.0390625,0.0390625,0.078125,50.195410260052086,65.13189631938033,0.017578125,0.025634765625
5,12,all_relaxed,reduced_formula,128,128,52,123,88,18,123,0.03125,0.078125,4.787047715742121,119.94672858305903,0.0087890625,1.0406504065040652,1.0,0.0,,,,,,
5,12,all_relaxed,anonymized_formula,128,128,52,123,88,18,44,0.15625,0.484375,3.1783440758549957,24.006966903176465,0.0657958984375,2.909090909090909,1.0,0.671875,,,,,,
5,12,all_relaxed,structure_family,128,128,52,123,88,18,127,0.015625,0.046875,4.841199839223365,126.62118568882849,0.0079345703125,1.0078740157480315,1.0,0.0,0.0234375,0.046875,64.89733781806507,78.93618132323809,0.013916015625,0.017825317382812497
5,12,all_relaxed,space_group,128,128,52,123,88,18,41,0.09375,0.359375,3.3382678105457284,28.17028814275394,0.046630859375,3.1219512195121952,2.0,0.6484375,,,,,,
5,12,sun_positive,chemical_system,128,18,18,18,18,18,17,0.1111111111111111,0.33333333333333337,2.813355404500615,16.66574482117122,0.06172839506172839,1.0588235294117647,1.0,0.0,0.1111111111111111,0.2777777777777778,7.494148598900437,12.848627586028378,0.08641975308641975,0.154320987654321
5,12,sun_positive,reduced_formula,128,18,18,18,18,18,18,0.05555555555555555,0.2777777777777778,2.8903717578961645,17.999999999999996,0.05555555555555555,1.0,1.0,0.0,,,,,,
5,12,sun_positive,anonymized_formula,128,18,18,18,18,18,13,0.16666666666666666,0.5555555555555556,2.4762206495981647,11.896219369500566,0.09259259259259259,1.3846153846153846,1.0,0.0,,,,,,
5,12,sun_positive,structure_family,128,18,18,18,18,18,18,0.05555555555555555,0.2777777777777778,2.8903717578961645,17.999999999999996,0.05555555555555555,1.0,1.0,0.0,0.1111111111111111,0.2777777777777778,7.862224182626692,13.227610430480395,0.08024691358024691,0.14197530864197533
5,12,sun_positive,space_group,128,18,18,18,18,18,16,0.1111111111111111,0.38888888888888895,2.736339051105065,15.430391691355302,0.06790123456790123,1.125,1.0,0.0,,,,,,
